³âµµ,È¸Â÷,ÃßÃ·ÀÏ,1µî´çÃ·ÀÚ¼ö,1µî´çÃ·±Ý¾×,2µî´çÃ·ÀÚ¼ö,2µî´çÃ·±Ý¾×,3µî´çÃ·ÀÚ¼ö,3µî´çÃ·±Ý¾×,4µî´çÃ·ÀÚ¼ö,4µî´çÃ·±Ý¾×,5µî´çÃ·ÀÚ¼ö,5µî´çÃ·±Ý¾×,´çÃ·¹øÈ£1,´çÃ·¹øÈ£2,´çÃ·¹øÈ£3,´çÃ·¹øÈ£4,´çÃ·¹øÈ£5,´çÃ·¹øÈ£6,´çÃ·¹øÈ£º¸³Ê½º
,695,2016.03.26,11,1450214830 ,66,40283746 ,"1,979",1343471 ,"95,436",50000 ,"1,558,885",5000 ,4,18,26,33,34,38,14
,694,2016.03.19,10,1555036388 ,78,33227274 ,"2,286",1133739 ,"102,474",50000 ,"1,581,822",5000 ,7,15,20,25,33,43,12
,693,2016.03.12,10,1642763813 ,43,63673016 ,"1,692",1618168 ,"87,017",50000 ,"1,484,420",5000 ,1,6,11,28,34,42,30
,692,2016.03.05,7,2301273697 ,44,61018621 ,"1,770",1516848 ,"87,763",50000 ,"1,465,709",5000 ,3,11,14,15,32,36,44
,691,2016.02.27,6,2839296750 ,31,91590218 ,"1,708",1662352 ,"86,063",50000 ,"1,455,528",5000 ,15,27,33,35,43,45,16
,690,2016.02.20,15,1126507625 ,34,82831444 ,"1,772",1589317 ,"87,970",50000 ,"1,528,472",5000 ,24,25,33,34,38,39,43
,689,2016.02.13,7,2321775911 ,44,61562241 ,"1,809",1497368 ,"90,296",50000 ,"1,509,073",5000 ,7,17,19,30,36,38,34
,688,2016.02.06,9,1967536750 ,53,55685003 ,"2,107",1400715 ,"97,676",50000 ,"1,610,713",5000 ,5,15,22,23,34,35,2
,687,2016.01.30,6,2720029313 ,38,71579719 ,"1,780",1528107 ,"91,404",50000 ,"1,538,380",5000 ,1,8,10,13,28,42,45
,686,2016.01.23,8,1937531719 ,36,71760435 ,"1,863",1386676 ,"91,027",50000 ,"1,483,730",5000 ,7,12,15,24,25,43,13
,685,2016.01.16,11,1494367671 ,52,52686040 ,"1,910",1434385 ,"95,302",50000 ,"1,576,169",5000 ,6,7,12,28,38,40,18
,684,2016.01.09,9,1688815709 ,62,40858445 ,"1,968",1287208 ,"98,607",50000 ,"1,623,161",5000 ,1,11,15,17,25,39,40
,683,2016.01.02,16,1010930883 ,45,59907016 ,"2,704",996974 ,"117,974",50000 ,"1,700,964",5000 ,6,13,20,27,28,40,15
2015,682,2015.12.26,4,4063713563 ,56,48377543 ,"1,851",1463611 ,"87,618",50000 ,"1,464,978",5000 ,17,23,27,35,38,43,2
,681,2015.12.19,6,2696328938 ,37,72873756 ,"1,441",1871152 ,"73,062",50000 ,"1,282,079",5000 ,21,24,27,29,43,44,7
,680,2015.12.12,14,1110570563 ,44,58893894 ,"1,870",1385739 ,"86,441",50000 ,"1,413,980",5000 ,4,10,19,29,32,42,30
,679,2015.12.05,5,2863005600 ,54,44182186 ,"1,829",1304450 ,"91,171",50000 ,"1,493,041",5000 ,3,5,7,14,26,34,35
,678,2015.11.28,6,2288490188 ,41,55816834 ,"1,855",1233688 ,"93,305",50000 ,"1,494,095",5000 ,4,5,6,12,25,37,45
,677,2015.11.21,8,1921114407 ,37,69229348 ,"1,701",1505871 ,"79,827",50000 ,"1,330,115",5000 ,12,15,24,36,41,44,42
,676,2015.11.14,8,1879726500 ,63,39782572 ,"1,665",1505287 ,"83,276",50000 ,"1,371,921",5000 ,1,8,17,34,39,45,27
,675,2015.11.07,4,3514549032 ,65,36046657 ,"1,806",1297361 ,"88,118",50000 ,"1,415,830",5000 ,1,8,11,15,18,45,7
,674,2015.10.31,8,1770565500 ,48,49182375 ,"1,846",1278849 ,"89,646",50000 ,"1,465,031",5000 ,9,10,14,25,27,31,11
,673,2015.10.24,10,1491453300 ,35,71021586 ,"1,864",1333560 ,"88,838",50000 ,"1,450,769",5000 ,7,10,17,29,33,44,5
,672,2015.10.17,9,1754745000 ,46,57219946 ,"1,629",1615788 ,"80,167",50000 ,"1,341,175",5000 ,8,21,28,31,36,45,43
,671,2015.10.10,4,3722322844 ,48,51698929 ,"1,778",1395697 ,"90,364",50000 ,"1,519,963",5000 ,7,9,10,13,31,35,24
,670,2015.10.03,12,1191725219 ,39,61114114 ,"2,145",1111166 ,"92,680",50000 ,"1,483,948",5000 ,11,18,26,27,40,41,25
,669,2015.09.26,6,2708173188 ,52,52080254 ,"1,949",1389520 ,"93,078",50000 ,"1,531,364",5000 ,7,8,20,29,33,38,9
,668,2015.09.19,5,2991158625 ,56,44511290 ,"1,873",1330824 ,"89,414",50000 ,"1,452,289",5000 ,12,14,15,24,27,32,3
,667,2015.09.12,7,2228764393 ,40,65005629 ,"1,543",1685176 ,"81,344",50000 ,"1,368,363",5000 ,15,17,25,37,42,43,13
,666,2015.09.05,6,2396901063 ,47,50997895 ,"1,947",1231074 ,"93,631",50000 ,"1,493,940",5000 ,2,4,6,11,17,28,16
,665,2015.08.29,4,3643230375 ,30,80960675 ,"1,790",1356883 ,"87,227",50000 ,"1,430,205",5000 ,5,6,11,17,38,44,13
,664,2015.08.22,10,1536801338 ,44,58212172 ,"1,530",1674076 ,"77,395",50000 ,"1,320,082",5000 ,10,20,33,36,41,44,5
,663,2015.08.15,7,2080244143 ,60,40449192 ,"1,627",1491673 ,"84,092",50000 ,"1,386,028",5000 ,3,5,8,19,38,42,20
,662,2015.08.08,8,1689733688 ,43,52394844 ,"1,787",1260761 ,"88,493",50000 ,"1,426,759",5000 ,5,6,9,11,15,37,26
,661,2015.08.01,8,1713025547 ,63,36254509 ,"1,830",1248107 ,"87,840",50000 ,"1,426,883",5000 ,2,3,12,20,27,38,40
,660,2015.07.25,10,1421272575 ,48,49349743 ,"1,951",1214141 ,"88,247",50000 ,"1,408,802",5000 ,4,9,23,33,39,44,14
,659,2015.07.18,11,1336604216 ,40,61261027 ,"1,765",1388352 ,"85,028",50000 ,"1,396,789",5000 ,7,18,19,27,29,42,45
,658,2015.07.11,9,1634031375 ,38,64501239 ,"1,678",1460696 ,"82,738",50000 ,"1,364,069",5000 ,8,19,25,28,32,36,37
,657,2015.07.04,9,1694762792 ,52,48887389 ,"1,562",1627494 ,"78,396",50000 ,"1,325,593",5000 ,10,14,19,39,40,43,23
,656,2015.06.27,2,7330002750 ,48,50902797 ,"1,747",1398589 ,"83,772",50000 ,"1,385,757",5000 ,3,7,14,16,31,40,39
,655,2015.06.20,9,1661439625 ,41,60784377 ,"1,610",1547926 ,"77,437",50000 ,"1,281,655",5000 ,7,37,38,39,40,44,18
,654,2015.06.13,8,1879301391 ,69,36315003 ,"1,787",1402203 ,"77,788",50000 ,"1,282,725",5000 ,16,21,26,31,36,43,6
,653,2015.06.06,14,980958670 ,56,40873278 ,"1,997",1146172 ,"88,995",50000 ,"1,419,408",5000 ,5,6,26,27,38,39,1
,652,2015.05.30,5,3003483525 ,36,69525082 ,"1,504",1664165 ,"75,739",50000 ,"1,280,663",5000 ,3,13,15,40,41,44,20
,651,2015.05.23,8,1855306454 ,35,70678342 ,"1,684",1468968 ,"82,567",50000 ,"1,365,832",5000 ,11,12,16,26,29,44,18
,650,2015.05.16,5,2849298900 ,45,52764795 ,"1,814",1308940 ,"87,030",50000 ,"1,429,743",5000 ,3,4,7,11,31,41,35
,649,2015.05.09,5,2948042100 ,45,54593373 ,"1,689",1454531 ,"80,347",50000 ,"1,313,125",5000 ,3,21,22,33,41,42,20
,648,2015.05.02,7,2120987947 ,45,54988577 ,"1,631",1517159 ,"80,986",50000 ,"1,318,403",5000 ,13,19,28,37,38,43,4
,647,2015.04.25,7,2189725608 ,44,58060907 ,"1,596",1600677 ,"79,202",50000 ,"1,351,926",5000 ,5,16,21,23,24,30,29
,646,2015.04.18,7,2215498393 ,36,71798560 ,"1,522",1698258 ,"77,400",50000 ,"1,321,212",5000 ,2,9,24,41,43,45,30
,645,2015.04.11,4,3696297750 ,28,88007090 ,"1,766",1395356 ,"87,873",50000 ,"1,444,728",5000 ,1,4,16,26,40,41,31
,644,2015.04.04,8,1831451204 ,49,49835407 ,"1,879",1299593 ,"87,582",50000 ,"1,401,744",5000 ,5,13,17,23,28,36,8
,643,2015.03.28,6,2535763625 ,43,58971248 ,"1,525",1662796 ,"84,656",50000 ,"1,407,225",5000 ,15,24,31,32,33,40,13
,642,2015.03.21,12,1251460438 ,62,40369692 ,"1,815",1379020 ,"88,406",50000 ,"1,465,689",5000 ,8,17,18,24,39,45,32
,641,2015.03.14,8,1990074563 ,50,53068655 ,"1,565",1695485 ,"79,145",50000 ,"1,340,371",5000 ,11,18,21,36,37,43,12
,640,2015.03.07,9,1728768834 ,48,54024027 ,"1,639",1582156 ,"85,410",50000 ,"1,404,905",5000 ,14,15,18,21,26,35,23
,639,2015.02.28,4,4061185219 ,45,60165707 ,"1,628",1663058 ,"84,861",50000 ,"1,439,719",5000 ,6,15,22,23,25,32,40
,638,2015.02.21,7,2229403179 ,41,63438302 ,"1,719",1513072 ,"84,781",50000 ,"1,422,596",5000 ,7,18,22,24,31,34,6
,637,2015.02.14,4,3899241094 ,45,57766535 ,"1,637",1587963 ,"82,147",50000 ,"1,369,826",5000 ,3,16,22,37,38,44,23
,636,2015.02.07,8,1832362219 ,44,55526128 ,"1,973",1238292 ,"90,830",50000 ,"1,461,300",5000 ,6,7,15,16,20,31,26
,635,2015.01.31,8,1855587235 ,35,70689038 ,"1,650",1499465 ,"85,675",50000 ,"1,427,626",5000 ,11,13,25,26,29,33,32
,634,2015.01.24,13,1077935106 ,54,43250483 ,"2,208",1057757 ,"101,514",50000 ,"1,562,975",5000 ,4,10,11,12,20,27,38
,633,2015.01.17,12,1217257094 ,47,51798175 ,"1,789",1360825 ,"87,613",50000 ,"1,430,227",5000 ,9,12,19,20,39,41,13
,632,2015.01.10,11,1432587716 ,52,50507901 ,"1,645",1596603 ,"78,418",50000 ,"1,320,223",5000 ,15,18,21,32,35,44,6
,631,2015.01.03,4,3919853532 ,46,56809472 ,"1,676",1559210 ,"85,710",50000 ,"1,491,785",5000 ,1,2,4,23,31,34,8
2014,630,2014.12.27,3,4836305500 ,48,50378183 ,"1,631",1482620 ,"84,380",50000 ,"1,420,745",5000 ,8,17,21,24,27,31,15
,629,2014.12.20,5,2919433575 ,34,71554745 ,"1,321",1841682 ,"68,554",50000 ,"1,183,752",5000 ,19,28,31,38,43,44,1
,628,2014.12.13,9,1499942875 ,37,60808495 ,"1,628",1382012 ,"80,147",50000 ,"1,323,978",5000 ,1,7,12,15,23,42,11
,627,2014.12.06,10,1352230650 ,35,64391936 ,"1,532",1471096 ,"74,824",50000 ,"1,243,945",5000 ,2,9,22,25,31,45,12
,626,2014.11.29,8,1717871110 ,45,50899885 ,"1,766",1296996 ,"86,261",50000 ,"1,371,217",5000 ,13,14,26,33,40,43,15
,625,2014.11.22,5,2765184675 ,45,51207124 ,"1,654",1393181 ,"82,014",50000 ,"1,354,445",5000 ,3,6,7,20,21,39,13
,624,2014.11.15,5,2763729450 ,61,37755867 ,"1,574",1463220 ,"78,840",50000 ,"1,309,900",5000 ,1,7,19,26,27,35,16
,623,2014.11.08,8,1813702594 ,35,69093433 ,"1,456",1660900 ,"73,522",50000 ,"1,245,962",5000 ,7,13,30,39,41,45,25
,622,2014.11.01,9,1630598292 ,34,71938160 ,"1,629",1501472 ,"77,626",50000 ,"1,270,437",5000 ,9,15,16,21,28,34,24
,621,2014.10.25,6,2359723500 ,62,38060057 ,"1,555",1517508 ,"82,843",50000 ,"1,336,734",5000 ,1,2,6,16,19,42,9
,620,2014.10.18,7,2028283233 ,44,53780238 ,"1,661",1424643 ,"78,155",50000 ,"1,266,599",5000 ,2,16,17,32,39,45,40
,619,2014.10.11,3,4612479375 ,59,39088809 ,"1,712",1347103 ,"83,710",50000 ,"1,355,209",5000 ,6,8,13,30,35,40,21
,618,2014.10.04,5,2881326225 ,45,53357894 ,"1,581",1518726 ,"75,243",50000 ,"1,260,882",5000 ,8,16,25,30,42,43,15
,617,2014.09.27,8,1629701860 ,43,50533391 ,"1,993",1090284 ,"93,731",50000 ,"1,481,805",5000 ,4,5,11,12,24,27,28
,616,2014.09.20,9,1611811250 ,49,49341161 ,"1,700",1422187 ,"81,118",50000 ,"1,350,809",5000 ,5,13,18,23,40,45,3
,615,2014.09.13,9,1535062417 ,31,74277214 ,"1,670",1378799 ,"83,981",50000 ,"1,383,278",5000 ,10,17,18,19,23,27,35
,614,2014.09.06,6,2540975438 ,46,55238597 ,"1,523",1668402 ,"80,393",50000 ,"1,360,707",5000 ,8,21,25,39,40,44,18
,613,2014.08.30,9,1549831209 ,30,77491561 ,"1,538",1511539 ,"77,945",50000 ,"1,299,580",5000 ,7,8,11,16,41,44,35
,612,2014.08.23,11,1181705250 ,59,36719655 ,"1,833",1181921 ,"86,228",50000 ,"1,364,516",5000 ,6,9,18,19,25,33,40
,611,2014.08.16,4,3502706157 ,47,49683776 ,"1,486",1571425 ,"74,589",50000 ,"1,258,998",5000 ,2,22,27,33,36,37,14
,610,2014.08.09,4,3516018375 ,34,68941537 ,"1,398",1676690 ,"71,718",50000 ,"1,218,676",5000 ,14,18,20,23,28,36,33
,609,2014.08.02,2,6339311438 ,47,44959656 ,"1,621",1303581 ,"80,472",50000 ,"1,300,134",5000 ,4,8,27,34,39,40,13
,608,2014.07.26,7,1943530018 ,32,70857866 ,"1,516",1495681 ,"74,353",50000 ,"1,243,159",5000 ,4,8,18,19,39,44,41
,607,2014.07.19,4,3494480907 ,35,66561542 ,"1,448",1608878 ,"73,277",50000 ,"1,220,405",5000 ,8,14,23,36,38,39,13
,606,2014.07.12,10,1311566850 ,44,49680563 ,"1,542",1417604 ,"82,879",50000 ,"1,366,588",5000 ,1,5,6,14,20,39,22
,605,2014.07.05,9,1394232250 ,40,52283710 ,"2,286",914851 ,"92,980",50000 ,"1,386,335",5000 ,1,2,7,9,10,38,42
,604,2014.06.28,11,1229141557 ,36,62595172 ,"1,451",1553016 ,"75,476",50000 ,"1,266,398",5000 ,2,6,18,21,33,34,30
,603,2014.06.21,4,3452136563 ,30,76714146 ,"1,363",1688500 ,"71,799",50000 ,"1,227,396",5000 ,2,19,25,26,27,43,28
,602,2014.06.14,8,1689530860 ,42,53635901 ,"1,675",1344901 ,"77,026",50000 ,"1,251,693",5000 ,13,14,22,27,30,38,2
,601,2014.06.07,9,1524565209 ,28,81673137 ,"1,516",1508475 ,"72,233",50000 ,"1,205,559",5000 ,2,16,19,31,34,35,37
,600,2014.05.31,15,901798725 ,41,54987728 ,"1,518",1485176 ,"77,138",50000 ,"1,258,677",5000 ,5,11,14,27,29,36,44
,599,2014.05.24,8,1710918329 ,43,53051732 ,"1,685",1353843 ,"79,069",50000 ,"1,297,530",5000 ,5,12,17,29,34,35,27
,598,2014.05.17,16,833998594 ,50,44479925 ,"2,053",1083291 ,"86,005",50000 ,"1,333,411",5000 ,4,12,24,33,38,45,22
,597,2014.05.10,13,1057920606 ,46,49829594 ,"1,532",1496189 ,"75,553",50000 ,"1,260,248",5000 ,8,10,23,24,35,43,37
,596,2014.05.03,10,1328267663 ,41,53994621 ,"1,651",1340872 ,"80,007",50000 ,"1,313,990",5000 ,3,4,12,14,25,43,17
,595,2014.04.26,8,1744525219 ,54,43074697 ,"1,501",1549656 ,"77,652",50000 ,"1,281,555",5000 ,8,24,28,35,38,40,5
,594,2014.04.19,11,1255592796 ,42,54807623 ,"1,750",1315383 ,"79,157",50000 ,"1,301,802",5000 ,2,8,13,25,28,37,3
,593,2014.04.12,9,1532833500 ,62,37084682 ,"1,818",1264715 ,"87,413",50000 ,"1,383,890",5000 ,9,10,13,24,33,38,28
,592,2014.04.05,6,2356381688 ,28,84156489 ,"1,406",1675948 ,"75,519",50000 ,"1,284,347",5000 ,2,5,6,13,28,44,43
,591,2014.03.29,5,2964676200 ,38,65014829 ,"1,483",1665923 ,"73,310",50000 ,"1,251,393",5000 ,8,13,14,30,38,39,5
,590,2014.03.22,7,2185183983 ,31,82238107 ,"1,370",1860863 ,"70,019",50000 ,"1,221,113",5000 ,20,30,36,38,41,45,23
,589,2014.03.15,7,2136877983 ,42,59357722 ,"1,559",1599118 ,"77,435",50000 ,"1,301,184",5000 ,6,8,28,33,38,39,22
,588,2014.03.08,5,2889342075 ,43,55995002 ,"1,676",1436626 ,"78,517",50000 ,"1,315,684",5000 ,2,8,15,22,25,41,30
,587,2014.03.01,3,4974577375 ,43,57843923 ,"1,437",1730890 ,"73,745",50000 ,"1,254,438",5000 ,14,21,29,31,32,37,17
,586,2014.02.22,8,1778354344 ,46,51546503 ,"1,570",1510280 ,"80,965",50000 ,"1,346,737",5000 ,2,7,12,15,21,34,5
,585,2014.02.15,9,1620546334 ,45,54018212 ,"1,528",1590851 ,"79,691",50000 ,"1,339,079",5000 ,6,7,10,16,38,41,4
,584,2014.02.08,3,5033183250 ,32,78643489 ,"1,464",1718984 ,"77,972",50000 ,"1,328,119",5000 ,7,18,30,39,40,41,36
,583,2014.02.01,11,1341848353 ,51,48236379 ,"1,826",1347238 ,"88,583",50000 ,"1,445,611",5000 ,8,17,27,33,40,44,24
,582,2014.01.25,4,3560558719 ,57,41643962 ,"1,631",1455369 ,"79,917",50000 ,"1,333,596",5000 ,2,12,14,33,40,41,25
,581,2014.01.18,8,1844554547 ,39,63061694 ,"1,384",1777028 ,"76,964",50000 ,"1,321,056",5000 ,3,5,14,20,42,44,33
,580,2014.01.11,7,2028610500 ,42,56350292 ,"1,665",1421449 ,"86,352",50000 ,"1,401,162",5000 ,5,7,9,11,32,35,33
,579,2014.01.04,11,1396068444 ,46,55640409 ,"1,769",1446840 ,"85,011",50000 ,"1,408,043",5000 ,5,7,20,22,37,42,39
2013,578,2013.12.28,5,2796466575 ,43,54195089 ,"1,615",1442966 ,"80,303",50000 ,"1,326,822",5000 ,5,12,14,32,34,42,16
,577,2013.12.21,3,4484438375 ,42,53386172 ,"1,526",1469345 ,"79,150",50000 ,"1,322,032",5000 ,16,17,22,31,34,37,33
,576,2013.12.14,3,4321966000 ,54,40018204 ,"1,561",1384359 ,"76,903",50000 ,"1,242,512",5000 ,10,11,15,25,35,41,13
,575,2013.12.07,8,1699267875 ,45,50348678 ,"1,488",1522642 ,"75,000",50000 ,"1,257,969",5000 ,2,8,20,30,33,34,6
,574,2013.11.30,2,6965184938 ,33,70355404 ,"1,259",1844106 ,"68,910",50000 ,"1,184,428",5000 ,14,15,16,19,25,43,2
,573,2013.11.23,8,1645691766 ,50,43885114 ,"1,622",1352809 ,"78,997",50000 ,"1,308,493",5000 ,2,4,20,34,35,43,14
,572,2013.11.16,8,1668216188 ,53,41967703 ,"1,734",1282750 ,"81,361",50000 ,"1,274,889",5000 ,3,13,18,33,37,45,1
,571,2013.11.09,7,1966538465 ,33,69524088 ,"1,506",1523437 ,"74,042",50000 ,"1,238,061",5000 ,11,18,21,26,38,43,29
,570,2013.11.02,9,1527791625 ,38,60307565 ,"1,573",1456890 ,"77,565",50000 ,"1,323,078",5000 ,1,12,26,27,29,33,42
,569,2013.10.26,4,3467925188 ,36,64220837 ,"1,706",1355188 ,"81,582",50000 ,"1,329,250",5000 ,3,6,13,23,24,35,1
,568,2013.10.19,10,1305167550 ,50,43505585 ,"1,845",1179014 ,"87,784",50000 ,"1,409,876",5000 ,1,3,17,20,31,44,40
,567,2013.10.12,6,2318659438 ,53,43748292 ,"1,547",1498811 ,"76,284",50000 ,"1,271,252",5000 ,1,10,15,16,32,41,28
,566,2013.10.05,4,3508951032 ,35,66837163 ,"1,555",1504374 ,"74,789",50000 ,"1,275,890",5000 ,4,5,6,25,26,43,41
,565,2013.09.28,8,1742064469 ,39,59557760 ,"1,866",1244777 ,"85,438",50000 ,"1,384,878",5000 ,4,10,18,27,40,45,38
,564,2013.09.21,7,1934801143 ,32,70539625 ,"1,649",1368871 ,"83,100",50000 ,"1,358,618",5000 ,14,19,25,26,27,34,2
,563,2013.09.14,7,1932735643 ,38,59338375 ,"1,642",1373239 ,"79,945",50000 ,"1,324,790",5000 ,5,10,16,17,31,32,21
,562,2013.09.07,11,1166694614 ,51,41940003 ,"1,789",1195607 ,"85,094",50000 ,"1,355,577",5000 ,4,11,13,17,20,31,33
,561,2013.08.31,5,2753712225 ,41,55969761 ,"1,434",1600252 ,"73,966",50000 ,"1,252,562",5000 ,5,7,18,37,42,45,20
,560,2013.08.24,7,1976697215 ,40,57653669 ,"1,476",1562431 ,"73,123",50000 ,"1,235,465",5000 ,1,4,20,23,29,45,28
,559,2013.08.17,7,1926145608 ,42,53504045 ,"1,566",1434975 ,"73,823",50000 ,"1,239,640",5000 ,11,12,25,32,44,45,23
,558,2013.08.10,10,1315913663 ,51,43003715 ,"1,408",1557663 ,"77,834",50000 ,"1,206,457",5000 ,12,15,19,26,40,43,29
,557,2013.08.03,7,1888069286 ,43,51226687 ,"1,503",1465568 ,"74,569",50000 ,"1,238,570",5000 ,4,20,26,28,35,40,31
,556,2013.07.27,7,2005209161 ,41,57058798 ,"1,411",1657981 ,"73,689",50000 ,"1,257,532",5000 ,12,20,23,28,30,44,43
,555,2013.07.20,8,1711027360 ,46,49594996 ,"1,554",1468063 ,"78,046",50000 ,"1,296,730",5000 ,11,17,21,24,26,36,12
,554,2013.07.13,2,6813893625 ,41,55397510 ,"1,484",1530525 ,"74,436",50000 ,"1,234,010",5000 ,13,14,17,32,41,42,6
,553,2013.07.06,6,2249631438 ,52,43262144 ,"1,647",1365897 ,"77,687",50000 ,"1,272,468",5000 ,2,7,17,28,29,39,37
,552,2013.06.29,10,1330824225 ,45,49289787 ,"1,808",1226793 ,"86,409",50000 ,"1,347,284",5000 ,1,10,20,32,35,40,43
,551,2013.06.22,1,13526973750 ,32,70452989 ,"1,440",1565622 ,"77,811",50000 ,"1,313,634",5000 ,3,6,20,24,27,44,25
,550,2013.06.15,11,1118679205 ,58,35360550 ,"2,728",751801 ,"103,421",50000 ,"1,328,508",5000 ,1,7,14,20,34,37,41
,549,2013.06.08,8,1760805047 ,35,67078288 ,"1,487",1578844 ,"71,700",50000 ,"1,213,077",5000 ,29,31,35,38,40,44,17
,548,2013.06.01,8,1736871891 ,46,50344113 ,"1,646",1406944 ,"78,057",50000 ,"1,291,286",5000 ,1,12,13,21,32,45,14
,547,2013.05.25,5,2838444450 ,54,43803156 ,"1,548",1528018 ,"75,527",50000 ,"1,256,984",5000 ,6,7,15,22,34,39,28
,546,2013.05.18,30,405939950 ,55,36903632 ,"3,110",652637 ,"104,469",50000 ,"1,379,107",5000 ,8,17,20,27,37,43,6
,545,2013.05.11,11,1198994353 ,42,52337056 ,"1,497",1468375 ,"77,301",50000 ,"1,306,657",5000 ,4,24,25,27,34,35,2
,544,2013.05.04,13,1046388433 ,47,48237765 ,"1,527",1484725 ,"74,263",50000 ,"1,235,509",5000 ,5,17,21,25,36,44,10
,543,2013.04.27,12,1112934844 ,47,47358930 ,"1,968",1131032 ,"81,520",50000 ,"1,280,433",5000 ,13,18,26,31,34,44,12
,542,2013.04.20,6,2335152563 ,26,89813561 ,"1,456",1603814 ,"72,242",50000 ,"1,236,252",5000 ,5,6,19,26,41,45,34
,541,2013.04.13,11,1269327171 ,40,58177496 ,"1,444",1611565 ,"73,911",50000 ,"1,246,235",5000 ,8,13,26,28,32,34,43
,540,2013.04.06,7,1989365250 ,26,89266390 ,"1,409",1647216 ,"72,629",50000 ,"1,234,194",5000 ,3,12,13,15,34,36,14
,539,2013.03.30,9,1621036667 ,42,57894167 ,"1,519",1600761 ,"75,592",50000 ,"1,270,479",5000 ,3,19,22,31,42,43,26
,538,2013.03.23,3,4688021625 ,48,48833559 ,"1,724",1359636 ,"82,529",50000 ,"1,347,630",5000 ,6,10,18,31,32,34,11
,537,2013.03.16,7,2104038911 ,35,70134631 ,"1,444",1699940 ,"75,265",50000 ,"1,265,143",5000 ,12,23,26,30,36,43,11
,536,2013.03.09,11,1308523603 ,40,59973999 ,"1,676",1431361 ,"80,139",50000 ,"1,336,621",5000 ,7,8,18,32,37,43,12
,535,2013.03.02,3,4935603000 ,31,79606500 ,"1,512",1632144 ,"76,742",50000 ,"1,336,486",5000 ,11,12,14,15,18,39,34
,534,2013.02.23,1,14215763250 ,55,43078071 ,"1,537",1541506 ,"79,943",50000 ,"1,332,446",5000 ,10,24,26,29,37,38,32
,533,2013.02.16,8,1785671579 ,44,54111260 ,"1,517",1569477 ,"78,509",50000 ,"1,333,013",5000 ,9,14,15,17,31,33,23
,532,2013.02.09,7,2216896286 ,26,99476116 ,"1,480",1747554 ,"74,186",50000 ,"1,288,672",5000 ,16,17,23,24,29,44,3
,531,2013.02.02,9,1521519750 ,42,54339992 ,"1,618",1410557 ,"78,757",50000 ,"1,317,489",5000 ,1,5,9,21,27,35,45
,530,2013.01.26,11,1231656239 ,40,56450911 ,"1,449",1558342 ,"75,595",50000 ,"1,255,300",5000 ,16,23,27,29,33,41,22
,529,2013.01.19,8,1749114797 ,33,70671305 ,"1,502",1552699 ,"75,069",50000 ,"1,282,443",5000 ,18,20,24,27,31,42,39
,528,2013.01.12,11,1197889125 ,86,25536397 ,"1,811",1212662 ,"87,443",50000 ,"1,366,616",5000 ,5,17,25,31,39,40,10
,527,2013.01.05,13,1032386366 ,29,77132315 ,"1,967",1137183 ,"83,212",50000 ,"1,287,504",5000 ,1,12,22,32,33,42,38
2012,526,2012.12.29,9,1491031959 ,49,45643836 ,"1,539",1453248 ,"78,325",50000 ,"1,291,054",5000 ,7,14,17,20,35,39,31
,525,2012.12.22,9,1501132375 ,41,54919478 ,"1,543",1459300 ,"73,791",50000 ,"1,215,973",5000 ,11,23,26,29,39,44,22
,524,2012.12.15,4,3491695594 ,36,64661030 ,"1,338",1739759 ,"67,866",50000 ,"1,163,075",5000 ,10,11,29,38,41,45,21
,523,2012.12.08,7,1780355840 ,43,48304229 ,"1,557",1334029 ,"79,706",50000 ,"1,247,454",5000 ,1,4,37,38,40,45,7
,522,2012.12.01,6,2281623000 ,39,58503154 ,"1,495",1526170 ,"76,078",50000 ,"1,293,961",5000 ,4,5,13,14,37,41,11
,521,2012.11.24,8,1693420922 ,53,42601785 ,"1,612",1400679 ,"75,589",50000 ,"1,250,016",5000 ,3,7,18,29,32,36,19
,520,2012.11.17,6,2167205438 ,37,58573120 ,"1,627",1332026 ,"77,196",50000 ,"1,260,891",5000 ,4,22,27,28,38,40,1
,519,2012.11.10,7,1950601393 ,32,71115676 ,"1,357",1677010 ,"71,405",50000 ,"1,206,248",5000 ,6,8,13,16,30,43,3
,518,2012.11.03,6,2263804125 ,34,66582475 ,"1,349",1678135 ,"71,110",50000 ,"1,198,970",5000 ,14,23,30,32,34,38,6
,517,2012.10.27,5,2659057725 ,40,55397036 ,"1,493",1484181 ,"70,854",50000 ,"1,192,872",5000 ,1,9,12,28,36,41,10
,516,2012.10.20,11,1294190182 ,32,74146313 ,"1,338",1773305 ,"67,233",50000 ,"1,169,955",5000 ,2,8,23,41,43,44,30
,515,2012.10.13,1,13200466875 ,35,62859367 ,"1,450",1517296 ,"74,773",50000 ,"1,258,039",5000 ,2,11,12,15,23,37,8
,514,2012.10.06,3,4451055500 ,36,61820216 ,"1,362",1634015 ,"70,323",50000 ,"1,181,166",5000 ,1,15,20,26,35,42,9
,513,2012.09.29,3,4589624750 ,54,42496526 ,"1,626",1411324 ,"82,270",50000 ,"1,337,355",5000 ,5,8,21,23,27,33,12
,512,2012.09.22,13,940094452 ,52,39170603 ,"1,682",1210982 ,"82,439",50000 ,"1,318,396",5000 ,4,5,9,13,26,27,1
